[2026-03-08 23:09:22,855][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:29,348][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:29,365][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:29,460][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:29,604][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:29,858][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:29,867][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:30,124][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:30,218][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:30,463][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:30,489][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:30,646][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:30,694][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:30,795][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:30,928][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:31,002][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:31,172][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:31,178][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:31,256][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:31,349][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:31,696][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:31,700][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:31,789][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:32,045][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:32,221][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:32,290][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:32,439][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:32,449][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:32,454][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:32,761][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:33,539][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:33,547][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:33,557][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:33,561][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:33,564][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:33,626][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:34,053][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:34,080][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:34,120][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:34,316][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:34,553][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:34,579][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:34,643][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,018][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,038][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,212][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,374][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,381][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,408][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,524][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,592][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,688][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,762][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,891][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,895][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:35,974][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,046][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,285][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,412][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,422][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,432][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,484][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,937][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,943][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,945][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,959][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:36,993][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:37,014][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:37,177][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:37,223][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:37,323][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:37,820][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:37,832][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:37,841][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:37,987][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:38,000][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:38,161][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:38,326][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:38,352][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:38,513][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:38,518][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:38,889][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:38,942][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,036][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,038][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,040][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,048][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,302][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,362][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,404][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,580][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,581][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,582][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,583][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,665][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,713][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,784][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:39,907][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:40,084][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:40,091][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:40,435][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-08 23:09:40,605][httpx][INFO] - HTTP Request: POST https://shiyangtest5761048363.services.ai.azure.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
